date,tweet_id,text,year,text_preprocessed,vader,subjectivity
2014-12-21 08:55:56+00:00,5.47e+17,"@damsuda I got the NARS blush sample about 4 months ago and it's not even close to being empty, so I'd get that instead of the full size",2014,got   sample months ago even close empty would get instead full size,-0.2023,0.525
2014-12-21 00:42:25+00:00,5.46e+17,I really really want the Nars Orgasm Blush for Christmas but it's $30 😭✨🎁,2014,really really want  Orgasm Blush Christmas  😭✨🎁,0.4536,0.2
2014-12-20 16:46:23+00:00,5.46e+17,I now understand why Nars Orgasm blush is the holy grail of blushes. 🙌,2014,understand  Orgasm  holy grail es 🙌,0.0,0.0
2014-12-20 03:00:08+00:00,5.46e+17,I really want the naked palette &amp; nars blush.,2014,really want naked palette,0.1513,0.30000000000000004
2014-12-19 04:34:51+00:00,5.46e+17,@dangginaaa douceur came in the mail today and I love it but is zen a new Nars blush shade? Or is it exclusive to the Nars website?,2014,douceur came mail today love zen new   shade exclusI  website,0.6369,0.5272727272727272
2014-12-18 23:23:56+00:00,5.46e+17,“@lilitubebie: Can't decide between deepthroat or orgasm (NARS blush)” 😂😭😂😭😂😭,2014,“ cannot decide deepthroat orgasm  ” 😂😭😂😭😂😭,-0.1531,0.0
2014-12-18 23:23:17+00:00,5.46e+17,Can't decide between deepthroat or orgasm (NARS blush),2014,cannot decide deepthroat orgasm,0.0,0.0
2014-12-18 20:16:03+00:00,5.46e+17,Want Nars' blush in deep throat 😍,2014,Want '  deep throat 😍,0.5106,0.4
2014-12-17 20:06:01+00:00,5.45e+17,@LovelyJubbly8 I do like a bit of a dark shade of blush I always use NARS orgasm! x,2014,like bit dark shade  always use  orgasm! x,0.4199,0.4
2014-12-17 06:06:21+00:00,5.45e+17,"The blush I used is by NARS &amp; it's name is ""G-Spot"" 🌚🌚🌚🌚",2014,"used   name ""GSpot"" 🌚🌚🌚🌚",0.0,0.0
2014-12-17 03:16:06+00:00,5.45e+17,I want nars orgasm blush so pretty💓,2014,want  orgasm  pretty💓,0.7184,0.0
2014-12-16 21:07:51+00:00,5.45e+17,Just ordered Nars' orgasm blush #yippee,2014,ordered ' orgasm  yippee,0.0,0.0
2014-12-16 19:19:06+00:00,5.45e+17,I need the exhibit a blush by nars in my life.,2014,need exhibit   life,0.0,0.0
2014-12-16 04:23:48+00:00,5.45e+17,if i get a nars blush it'd probably be sin tho... sin looks like my kinda color,2014,get   probably sin tho sin looks like kinda color,-0.6908,0.0
2014-12-15 20:57:42+00:00,5.45e+17,i wanted this nars blush and bronzer combo thing and then i looked and saw one of the colors was literally called orgasm and iw as like bye,2014,wanted   bronzer combo thing looked saw one colors literally called orgasm iw like bye,0.3612,0.0
2014-12-14 22:58:02+00:00,5.44e+17,"@reeciecups I love NARS blush, never tried the lippies.",2014,love   never tried lippies,0.6369,0.6
2014-12-14 10:17:34+00:00,5.44e+17,"Trying to pick out a NARS Blush for Lia, this is insane. One of the hardest things I've attempted in my life. Help me ladies...",2014,Trying pick  Blush Lia insane One hardest things attempted life Help ladies,0.0,1.0
2014-12-14 05:10:16+00:00,5.44e+17,Omf I want a blush from nars so bad,2014,Omf want   bad,-0.4939,0.6666666666666666
2014-12-14 04:29:44+00:00,5.44e+17,"like a full sized nars blush is $30 on its own, not to mention the full size liner, bb cream, and eyeshadow??",2014,like full sized    own mention full size liner bb cream eyeshadow,0.3612,0.7000000000000001
2014-12-14 04:25:28+00:00,5.44e+17,In love with the Naked on the Run palette and the Nars blush palette. Must have in my life 😩😩😩😩,2014,love Naked Run palette   palette Must life 😩😩😩😩,-0.296,0.5
2014-12-14 02:28:02+00:00,5.44e+17,nars' blush in liberté is so pretty i'm dying,2014,'  liberté pretty dying,0.4939,1.0
2014-12-13 04:25:40+00:00,5.44e+17,"I want the NARS super orgasm blush.
JS",2014,want  super orgasm  JS,0.6369,0.6666666666666666
2014-12-12 18:46:28+00:00,5.43e+17,I wanna get tht palette w the blush bronzer n highlighter by NARS,2014,wanna get tht palette w  bronzer n highlighter,0.0,0.0
2014-12-12 14:46:32+00:00,5.43e+17,@cloulou1990 Then do you put blush etc on top? I wanted to try the NARS TM but don't think they have a shade light enough :/ x,2014,put  etc top wanted try  TM think shade light enough  x,0.2023,0.5666666666666667
2014-12-12 12:29:12+00:00,5.43e+17,"Asking for blush in the shade of ""Deep Throat"" was definitely the highlight of my shopping trip this evening #NARS",2014,"Asking  shade ""Deep Throat"" definitely highlight shopping trip evening",0.6249,0.45
2014-12-11 05:46:12+00:00,5.43e+17,"NARS literally has a blush called ""deep throat"" WUT 😂",2014,"literally  called ""deep throat"" WUT 😂",0.4404,0.4
2014-12-10 04:37:23+00:00,5.43e+17,I need the NARS deep throat blush #perfection #wishlist,2014,need  deep throat  perfection wishlist,0.5719,0.4
2014-12-09 19:17:12+00:00,5.42e+17,@mypaleskinblog have you tried Nars doucer blush? it really is amazing!! xx,2014,tried  doucer  really amazing!! xx,0.6885,0.9
2014-12-09 17:06:36+00:00,5.42e+17,does anyone know if NARS highlighting blush in Albatross is good?,2014,anyone know  highlighting  Albatross good,0.4404,0.6000000000000001
2014-12-08 20:15:39+00:00,5.42e+17,Nars has a deep throat blush #ineedit,2014,deep throat  ineedit,0.0,0.4
2014-12-08 19:39:42+00:00,5.42e+17,Try some peachy glowy blush like #nars #orgasm. It's a classic for a reason.,2014,Try peachy glowy  like  orgasm classic reason,0.3612,0.16666666666666666
2014-12-08 19:32:46+00:00,5.42e+17,I want to wear my Make Up Forever foundation and Nars blush everyday. Im not used to having such nice things,2014,want wear Make Forever foundation   everyday Im used nice things,0.4767,0.8
2014-12-08 16:00:05+00:00,5.42e+17,"The NARS blush in ""Taj Mahal"" looks like it was made for my skin. I want.",2014,"""Taj Mahal"" looks like made skin want",0.4215,0.0
2014-12-08 13:53:33+00:00,5.42e+17,Nars orgasm blush is the best thing that has ever happened to me,2014,orgasm  best thing ever happened,0.6369,0.3
2014-12-08 12:13:14+00:00,5.42e+17,Nars Laguna bronzer and Deep Throat blush are just the dream team really aren't they,2014,Laguna bronzer Deep Throat  dream team really,0.25,0.30000000000000004
2014-12-07 20:44:08+00:00,5.42e+17,@KadriaHassan Contour - Sleek kits and NYX blush in Taupe. Highlight - Sleek kits (again lol) and Nars Albatross 😍 so pweedy!! #bbloggers,2014,Contour  Sleek kits NYX  Taupe Highlight  Sleek kits again lol  Albatross 😍 pweedy!! bbloggers,0.8309,0.7
2014-12-07 14:58:54+00:00,5.42e+17,"I amuse myself by wearing my fave Nars blush, 'Scandalous' mascara &amp; Gucci Guilty to church. #warpedhumor",2014,amuse wearing fave   'Scandalous' mascara  Gucci Guilty church warpedhumor,-0.1531,1.0
2014-12-07 09:58:08+00:00,5.42e+17,"all i talk about in order from most to least is jimmy eat world, mac makeup, nars blush, records",2014,talk order least jI ammy eat world mac makeup   records,0.0,0.4
2014-12-07 00:29:12+00:00,5.41e+17,@Goldgirl330 Been layering @MACcosmetics Modern Mandarin OVER Nars Albatross. Love! Great advice to put matte blush over a highlighter! #GAW,2014,layering Modern Mandarin  Albatross Love! Great advice put matte  highlighter! GAW,0.8715,0.5499999999999999
2014-12-06 18:58:29+00:00,5.41e+17,If you don't have Nars orgasm blush you need to go buy it.,2014,orgasm  need go buy it,0.0,0.0
2014-12-06 15:50:46+00:00,5.41e+17,@cazmosworld @rougepout Im extremely  tempted by the NARS virtual domination cheek pallet! Is it worth it? I am a blush fiend! Xxx,2014,Im extremely tempted  virtual domination cheek pallet! worth it  fiend! Xxx,0.2547,0.55
2014-12-06 02:31:18+00:00,5.41e+17,@_onkey @romanticgraze @iwik721 1. NARS DOMINATION CHEEK PALETTE 75.00 it comes with 4 blushes and 1 bronzer. 1 reg blush retails for 35.00,2014,DOMINATION CHEEK PALETTE  comes es bronzer reg  retails,-0.2342,0.0
2014-12-05 22:03:49+00:00,5.41e+17,I honestly want that blush compact from Nars cause it is soooo pretty but I don't have $52,2014,honestly want  compact  cause soooo pretty,0.7579,0.95
2014-12-05 21:56:21+00:00,5.41e+17,@jcuhxo do you still have that nars blush when we went shopping centuries ago lol,2014,still   went shopping centuries ago lol,0.4215,0.7
2014-12-05 10:20:16+00:00,5.41e+17,"@s_hiitake hmm, I'll think about it... I don't use much blush that's why I'm satisfied with my tarte palette :) I'm sorta eyeing the Nars...",2014,hmm think it use much  satisfied tarte palette  sorta eyeing,0.4215,1.0
2014-12-05 07:30:29+00:00,5.41e+17,My grandma asked what I wanted for Christmas and I told her a blush that's called Orgasm 😂 #nars,2014,grandma asked wanted Christmas told  called Orgasm 😂,0.4404,0.0
2014-12-04 16:03:42+00:00,5.41e+17,I can't get over how beautiful NARS blush is! 😍,2014,cannot get beautiful   is! 😍,-0.1124,1.0
2014-12-04 15:38:28+00:00,5.41e+17,@lisawhite For real. I'd be pissed if some creep's head caused my Nars blush to break though. 💄,2014,real would pissed creep's head caused   break though 💄,-0.6369,0.30000000000000004
2014-12-04 15:34:44+00:00,5.41e+17,#NARS is my fav! #narscosmetics #narsissist Can't wait to go get my favorite blush!,2014,fav! cosmetics issist cannot wait go get favorite !,0.7639,1.0
2014-12-04 00:48:40+00:00,5.4e+17,@BendItLikeBrook I'll spend it on my Nars blush I looove it... The only one I wear,2014,spend   looove it one wear,0.0,0.0
2014-12-04 00:37:23+00:00,5.4e+17,It really last all day. Paired with sun kissed skin finish and my Nars dolce vita blush 😊,2014,really last day Paired sun kissed skin finish  dolce vita  😊,0.8225,0.06666666666666667
2014-12-03 22:22:24+00:00,5.4e+17,I really need the NARS contour blush in Gienah. Paloma isn't for me.,2014,really need  contour  Gienah Paloma me,0.0,0.2
2014-12-03 17:44:21+00:00,5.4e+17,someone give me lots of money so I can buy makeup I wanna try nars' contour blush but christmastime weh,2014,someone gI lots money buy makeup wanna try ' contour  christmastI ame weh,0.0,0.0
2014-12-03 03:20:29+00:00,5.4e+17,"So sephora tomorrow? I need foundation, an eyeliner and a NARS blush 😍😍😍",2014,sephora tomorrow need foundation eyeliner   😍😍😍,0.8402,0.0
2014-12-03 02:55:32+00:00,5.4e+17,@Asdfghjklaando their blush is beautiful..whatchu know about nars😳😳,2014,beautifulwhatchu know 😳😳,0.0,0.0
2014-12-02 18:46:37+00:00,5.4e+17,"Last year I brought the nars blush palette, its still collecting dust. Can't justify buying the new Nars blush palette #bbloggers",2014,Last year brought   palette still collecting dust cannot justify buying new   palette bbloggers,0.0,0.2606060606060606
2014-12-02 17:57:52+00:00,5.4e+17,Bare minerals bareskin blush is even better than NARS tbh,2014,Bare minerals bareskin  even better  tbh,0.4404,0.3
2014-12-02 17:48:26+00:00,5.4e+17,"@heyingridnilsen Too faced chocolate bronzer, or Nars Zen blush :)",2014,faced chocolate bronzer  Zen,0.0,0.0
2014-12-02 16:18:37+00:00,5.4e+17,#PSA for @LoveLes_ : I have ur Nars blush. I forgot to tell u. I haven't used it. It's safe and sound.,2014,PSA  ur   forgot tell u used it safe sound,0.4404,0.45
2014-12-02 01:31:14+00:00,5.4e+17,@VictoriaaValcik girl same but I need that nars blush in my LIFE,2014,girl need   LIFE,0.0,0.0
2014-12-02 00:08:20+00:00,5.4e+17,I feel like I need that nars blush pallet,2014,feel like need   pallet,0.3612,0.0
2014-12-01 19:22:51+00:00,5.4e+17,The whole Nars website is 20% off and im trying to be rational about the fact that 20% off of 30 dollar blush is really not that good,2014,whole  website  trying rational fact  dollar  really good,0.4927,0.5
2014-12-01 02:13:47+00:00,5.39e+17,Literally need the NARS Albatross blush 😭😭😭,2014,Literally need  Albatross  😭😭😭,-0.8519,0.0
2014-11-30 23:30:36+00:00,5.39e+17,imma buy myself nars orgasm blush as an early christmas present bc why the hell not,2014,amma buy  orgasm  early christmas present bc hell,-0.6808,0.15
2014-11-30 21:45:11+00:00,5.39e+17,@MsHeatherBeaver I did buy a dupe for the NARS Orgasm blush yesterday. Plan on testing it out this week,2014,buy dupe  Orgasm  yesterday Plan testing week,-0.3612,0.0
2014-11-30 21:19:02+00:00,5.39e+17,"So if I buy the ""deep throat"" blush from Nars will I start choking in public every few minutes",2014,"buy ""deep throat""   start choking public every minutes",-0.4588,0.23333333333333334
2014-11-30 16:08:41+00:00,5.39e+17,So many Nars blush colours I can't choose 🙈,2014,many   colours cannot choose 🙈,0.0,0.5
2014-11-30 13:57:23+00:00,5.39e+17,SEEING AS IM IN LONDON SHOPPING WITH MY FAMILY I MIGHT BUY A NARS BLUSH🙊😍,2014,SEEING IM LONDON SHOPPING FAMILY MIGHT BUY  BLUSH🙊😍,0.4588,0.0
2014-11-30 00:42:21+00:00,5.39e+17,"I just want to own every Nars lipstick, gloss, and blush 😩",2014,want every  lipstick gloss  😩,-0.2023,0.0
2014-11-30 00:31:37+00:00,5.39e+17,@messiahlouis WHERE HOW MUCH PLS I WAS GONNA BUY NARS BLUSH BUT FUCK THAT,2014,MUCH PLS GONNA BUY  BLUSH FUCK,-0.4939,0.4
2014-11-29 18:28:00+00:00,5.39e+17,Nars has such weird blush names 😂,2014,weird  names 😂,0.296,1.0
2014-11-29 11:43:13+00:00,5.39e+17,I want Benefit's Hoola and NARS' highlighting blush in albatross 😞,2014,want Benefit Hoola ' highlighting  albatross 😞,0.0516,0.0
2014-11-29 04:53:06+00:00,5.39e+17,"@_Pretty_Pisces also grab a MUFE HD blush, or Nars Dragon girl",2014,also grab MUFE HD   Dragon girl,0.0,0.0
2014-11-29 03:01:10+00:00,5.39e+17,I took all the best pics of myself last night I love circle lights and nars blush,2014,took best pics last night love circle lights,0.8555,0.3222222222222222
2014-11-29 02:14:29+00:00,5.39e+17,Just remembered that my nars blush was in that bag and now I might actually cry,2014,remembered   bag might actually cry,-0.4767,0.1
2014-11-29 00:39:48+00:00,5.38e+17,"I like makeup period. Not at all dedicated to one brand but NARS foundation, blush and bronzer is the shit",2014,like makeup period dedicated one brand  foundation  bronzer shit,0.2263,0.8
2014-11-29 00:33:59+00:00,5.38e+17,@Chaantellie &amp;&amp; Drake had they asses thinking NARS Orgasm blush was the only blush worth wearing,2014,Drake asses thinking  Orgasm   worth wearing,0.2263,0.1
2014-11-28 21:56:46+00:00,5.38e+17,@twerktastic_ oooh Im thinking about getting the smashbox contour kit or the NARS blush/bronzer duo thing but idk which one would be better,2014,oooh Im thinking getting smashbox contour kit  bronzer duo thing idk one would better,0.3612,0.5
2014-11-28 16:25:18+00:00,5.38e+17,@Liberienne what would you say is a good NARS blush to try ? been wanting to buy some,2014,would say good   try  wanting buy,0.4404,0.6000000000000001
2014-11-28 03:14:35+00:00,5.38e+17,Omg my sister has the NARS blush I want 😭,2014,Omg sister   want 😭,-0.4215,0.0
2014-11-27 02:57:31+00:00,5.38e+17,I wanna make you scream like the name of your favorite nars blush,2014,wanna make scream like name favorite,0.4215,1.0
2014-11-27 01:17:17+00:00,5.38e+17,“@MACnMahalia: I'll give up 3 urban decay palettes &amp; a NARS blush palette for Chris Brown” don't even use mines like that so I see,2014,“ gI urban decay palettes    palette Chris Brown” even use mines like see,-0.0516,0.0
2014-11-26 22:47:04+00:00,5.38e+17,@RosieRockets80 hahaha well good! When my Nars blush broke I thought I'd cry,2014,hahaha well good!   broke thought would cry,0.4574,0.5
2014-11-26 15:25:29+00:00,5.38e+17,"NARS orgasm line either blush, lipgloss, multipurpose stick or Illuminator, gets sold in the world every 8 seconds.",2014,orgasm line either  lipgloss multipurpose stick Illuminator gets sold world every seconds,0.0,0.0
2014-11-26 11:22:40+00:00,5.38e+17,@cmrgan @banana_catdance unaware! shes talking about makeup...Nars blush to be exact,2014,unaware! shes talking makeup  exact,-0.2714,0.375
2014-11-26 03:12:37+00:00,5.37e+17,My auntie just brought me a nars blush. Best night evaaa lol 😂🎀🙌🙌,2014,auntie brought   Best night evaaa lol 😂🎀🙌🙌,0.872,0.5
2014-11-25 19:40:30+00:00,5.37e+17,Really want the NARS virtual domination cheek palette! But is there any point after just purchasing the Benefit blush set :/ hmmm #bbloggers,2014,Really want  virtual domination cheek palette! point purchasing Benefit  set  hmmm bbloggers,0.5301,0.2
2014-11-25 16:27:43+00:00,5.37e+17,"I really want Nars Super Orgasm blush for Christmas but I can't exactly ask my Mum for that, can I?😂😳",2014,really want  Super Orgasm  Christmas cannot exactly ask Mum that I😂😳,0.8258,0.37222222222222223
2014-11-25 13:05:51+00:00,5.37e+17,“@XoX_ciaobellaa: whoever stole my nars orgasm blush i hope you get acne all over your face” @victorialito,2014,“ whoever stole  orgasm  hope get acne face”,0.4404,0.0
2014-11-25 03:54:41+00:00,5.37e+17,@april_rose That's 1st year drag queen blush. Wearing Nars Exhibit A. He's trash,2014,st year drag queen  Wearing  Exhibit A trash,-0.2263,0.07083333333333333
2014-11-25 00:27:39+00:00,5.37e+17,"@anniesbblog there is a blush called Mata Hari, I really want to get that by NARS .. They sure have the best blushes !",2014,called Mata Hari really want get   sure best es !,0.8248,0.46296296296296297
2014-11-25 00:20:05+00:00,5.37e+17,I gotta rack up on Nars lipstick and blush . And mac everything,2014,gotta rack  lipstick   mac everything,0.0,0.0
2014-11-24 22:20:48+00:00,5.37e+17,Might just throw it on tomorrow with that Mirabella highlighter and NARS Lovejoy blush,2014,Might throw tomorrow Mirabella highlighter  Lovejoy,0.0,0.0
2014-11-24 22:02:14+00:00,5.37e+17,That’s NARS Albatross (highlighting/ illuminating) Blush @0fficerNesh,2014,That’s  Albatross highlighting illuminating Blush,0.0,0.0
2014-11-24 14:26:19+00:00,5.37e+17,"@donovan_lori @TheJenniMurphy oh yes, Nars is infamous for their blush names. My favorite is Orgasm. The color suits almost everyone!",2014,oh yes  infamous  names favorite Orgasm color suits almost everyone!,0.7177,1.0
2014-11-24 03:24:46+00:00,5.37e+17,@lrd36 Hey girl! JoJo picked out Nars Kalahari eye shadow and Deep Throat blush for me. :),2014,Hey girl! JoJo picked  Kalahari eye shadow Deep Throat  me,0.0,0.4
2014-11-24 01:49:05+00:00,5.37e+17,@makeupjojo @TheJenniMurphy @NARSissist Nars is my fave! Well my favorite Blush- Orgasm! I love that color,2014,fave! Well favorite Blush Orgasm! love color,0.915,0.8
2014-11-24 01:06:43+00:00,5.37e+17,Nars outlaw blush is so pretty ugh😍,2014,outlaw  pretty ugh😍,0.5267,1.0
2014-11-24 00:05:27+00:00,5.37e+17,But my new Mac BB cream and Nars blush is so on point that I don't even rly care about my emotional stability anyways,2014,new Mac BB cream   point even rly care emotional stability anyways,0.5859,0.5522727272727272
2014-11-23 18:08:15+00:00,5.37e+17,My NARS blush is missing.. Beyond pissed 🙍,2014,missing Beyond pissed 🙍,-0.8316,0.05
2014-11-23 13:58:39+00:00,5.37e+17,also want to get my dad an amazing gift but he totally wouldn't appreciate a nars blush palette,2014,also want get dad amazing gift totally would appreciate   palette,0.8744,0.825
2014-11-23 09:49:49+00:00,5.36e+17,"@lilypebbles in love with your new video😻I would love any of those products, especially the naked palettes and the nars blush palette😻❤️",2014,love new video😻I would love products especially naked palettes   palette😻❤️,0.9371,0.6136363636363635
2014-11-23 06:53:08+00:00,5.36e+17,The fact that drake knows the name of a blush by nars makes me think haha,2014,fact drake knows name   makes think haha,0.4588,0.3
2014-11-22 05:29:45+00:00,5.36e+17,NARS new Contour Blush omg 😍😭😍😭😍😭😍😭😍,2014,new Contour Blush omg 😍😭😍😭😍😭😍😭😍,0.3818,0.45454545454545453
2014-11-22 00:36:21+00:00,5.36e+17,"“@GenaGabrielle: I just shouted in Sephora ""Bryan what's better orgasm or deep throat"" refurring to blush shades 😂😬😳

Thanks Nars.” GENA 😂😂",2014,"“ shouted Sephora ""Bryan better orgasm deep throat"" refurring  shades 😂😬😳 Thanks ” GENA 😂😂",0.9022,0.3666666666666667
2014-11-21 16:22:34+00:00,5.36e+17,Beyond obsessed with @NARS_makeup brand blush. I have been missing out all of these years! #makeup #NARS #narsissist,2014,Beyond obsessed brand  missing years! makeup  issist,-0.4926,0.525
2014-11-21 02:17:29+00:00,5.36e+17,@heyingridnilsen the Nars dolce vita blush you recommended in one of your videos is AMAZING #inlove 💕😍,2014,dolce vita  recommended one videos AMAZING inlove 💕😍,0.9278,0.9
2014-11-20 19:52:15+00:00,5.36e+17,@pearllley oh def Mac! I like nars for their blush,2014,oh def Mac! like,0.4199,0.0
2014-11-20 08:16:15+00:00,5.35e+17,@cherriesbeauty The nars blush palette is pretty high up and some of the origins gift sets. I really want to try the ghd curler to.  What's,2014,palette pretty high origins gift sets really want try ghd curler to,0.7713,0.58
2014-11-20 05:44:41+00:00,5.35e+17,@ajulesaday Cool! I got an Elf blush thats like the popular Nars blush called Orgasm. Peachy pink.I rarrly wear makeup. No man will ever ...,2014,Cool! got Elf  thats like popular   called Orgasm Peachy pinkI rarrly wear makeup man ever,0.784,0.775
2014-11-20 01:10:16+00:00,5.35e+17,"Got a black case for my iPhone &amp; noticed sparkles on it...shortly after, I realized my @NARS_makeup blush rubbed off onto it @urbanJAP #oy",2014,Got black case iPhone  noticed sparkles itshortly after realized  rubbed onto oy,0.3182,0.43333333333333335
2014-11-19 23:15:22+00:00,5.35e+17,My heart just broke into as many pieces as my blush watching it hit the ground in slow motion. #NARS,2014,heart broke many pieces  watching hit ground slow motion,0.34,0.44999999999999996
2014-11-19 03:13:01+00:00,5.35e+17,I brought the nars orgasm blush and I'm in love 😍,2014,brought  orgasm  love 😍,0.802,0.6
2014-11-19 02:35:02+00:00,5.35e+17,why is the nars bronzer and blush palette that i want $65 🙈🙈🙈,2014,bronzer  palette want  🙈🙈🙈,0.0772,0.0
2014-11-19 00:12:17+00:00,5.35e+17,Just can't decide whether I should get the NARS Blush Palette or not 🙈,2014,cannot decide whether get  Blush Palette 🙈,0.0,0.0
2014-11-18 19:01:30+00:00,5.35e+17,I just saw my life flash before my eyes when my $30 NARS blush hit the floor and shattered into a million pieces. #devastated,2014,saw life flash eyes    hit floor shattered million pieces devastated,-0.7964,0.0
2014-11-18 15:20:07+00:00,5.35e+17,"If anything, it shows the pure genius that is Francois Nars. To create an iconic blush that brands have been trying to recreate for years.",2014,anything shows pure genius Francois  create iconic  brands trying recreate years,0.2732,0.5
2014-11-18 15:10:37+00:00,5.35e+17,Orgasm dupe? I gotta see it in the flesh. “@TheSlimGoddess: Terracotta blush by NYX is a pretty good dupe for Nars Orgasm I think”,2014,Orgasm dupe gotta see flesh “ Terracotta  NYX pretty good dupe  Orgasm think”,0.2732,0.8
2014-11-18 06:23:12+00:00,5.35e+17,@allanaramaa I'm totally going to buy the Nars dolce vita blush now too. It's way too nice. #cantstopwontstop,2014,totally going buy  dolce vita  too way nice cantstopwontstop,0.4215,0.875
2014-11-17 23:35:08+00:00,5.34e+17,Saw the @NARS_makeup blush palette today. Absolutely beautiful and now on my wish list... #blusher #bbloggers #NARS #palette #laguna #beauty,2014,Saw  palette today Absolutely beautiful wish list er bbloggers  palette laguna beauty,0.8995,1.0
2014-11-17 22:02:33+00:00,5.34e+17,@latashaadore just went through your beauty lustings and you have to get the NARS Contour Blush as well as the Bb Primer! both amazing &lt;3,2014,went beauty lustings get  Contour Blush well Bb PrI amer! amazing,0.8748,0.9
